date,time,location,latitude,longitude,crime_type,severity,district
2020-10-22,11:32,"745 Brigade Road, Ahmedabad",22.9874,72.5899,Burglary,Medium,Railway Station Area
2020-10-22,15:05,"186 Church Street, Jabalpur",23.1712,79.9508,Cybercrime,Medium,Railway Station Area
2020-10-22,16:32,"992 Cross Road, Jaipur",26.9109,75.7831,Extortion,Medium,University Area
2020-10-22,17:29,"902 Mall Road, Jodhpur",26.2413,73.0641,Culpable Homicide,Medium,Commercial District
2020-10-22,17:45,"387 Mall Road, Chennai",13.0928,80.2906,Theft,Medium,Market Area
2020-10-22,18:51,"992 Linking Road, Varanasi",25.3591,82.9801,Domestic Violence,Medium,Airport Area
2020-10-24,06:38,"164 Beach Road, Ludhiana",30.905,75.8905,Causing Hurt,Medium,Railway Station Area
2020-10-24,11:20,"314 Residency Road, Amritsar",31.5872,74.8871,Theft,Medium,Downtown
2020-10-24,12:37,"538 Linking Road, Cuttack",20.4434,85.9007,Corruption,High,Government Quarter
2020-10-24,21:37,"132 Outer Ring Road, Pune",18.4786,73.8519,Cybercrime,Medium,Downtown
2020-10-25,10:47,"522 Church Street, Chandigarh",30.7395,76.7354,Unlawful Assembly,Medium,Hospital Area
2020-10-25,11:54,"535 Park Street, Ahmedabad",22.9837,72.6114,Arms Act Violation,High,University Area
2020-10-25,15:17,"720 Outer Ring Road, Jabalpur",23.1949,80.004,Land Dispute,Low,Industrial Area
2020-10-25,17:54,"357 Brigade Road, Dehradun",30.3607,78.0771,Fraud,Low,Downtown
2020-10-26,02:54,"864 National Highway, Ghaziabad",28.6331,77.4457,Child Abuse,Medium,Railway Station Area
2020-10-26,09:02,"495 Brigade Road, Vasai-Virar",19.4717,72.7966,IT Act Violation,Low,Suburban
2020-10-26,15:42,"779 Gandhi Nagar, Jaipur",26.9482,75.7518,Corruption,Low,Government Quarter
2020-10-26,20:55,"387 Market Street, Guwahati",26.1171,91.6872,Extortion,High,Market Area
2020-10-27,09:23,"583 Hill Road, Surat",21.1281,72.7888,Cybercrime,Medium,IT Hub
2020-10-27,09:48,"347 State Highway, Thane",19.2678,73.0201,Theft,Medium,New Town
2020-10-27,13:29,"240 Cantonment, Bhopal",23.2102,77.4295,Dishonor of Cheque,Low,Industrial Area
2020-10-27,16:53,"980 Lake Road, Kota",25.2362,75.9092,Economic Offence,Low,Residential Area
2020-10-27,18:50,"594 Hill Road, Ghaziabad",28.6755,77.4259,Theft,Medium,Central
2020-10-28,12:42,"985 Inner Ring Road, Vasai-Virar",19.4653,72.8406,Robbery,Medium,Suburban
2020-10-28,13:49,"510 Market Street, Varanasi",25.2784,82.949,IT Act Violation,High,Hospital Area
2020-10-28,18:38,"821 Hill Road, Patna",25.5587,85.1541,Rioting,Low,Mall Area
2020-10-28,21:14,"586 Circle, Jamshedpur",22.8123,86.1597,Arms Act,Low,Industrial Area
2020-10-28,23:17,"431 Cantonment, Patna",25.5691,85.1324,House Breaking,Low,Old City
2020-10-29,07:55,"824 Raj Path, Imphal",24.7958,93.9211,Causing Hurt,Low,Residential Area
2020-10-29,08:46,"344 Raj Path, Chandigarh",30.7219,76.7965,Dishonor of Cheque,Low,Government Quarter
2020-10-29,11:37,"867 Outer Ring Road, Chandigarh",30.775,76.8068,Child Abuse,High,New Town
2020-10-29,13:30,"160 River Road, Ranchi",23.3941,85.3034,Robbery,Medium,Financial District
2020-10-29,13:56,"405 Mall Road, Amritsar",31.6717,74.9144,Assault,Medium,Market Area
2020-10-29,18:13,"294 Lake Road, Varanasi",25.317,82.9283,Child Abuse,Medium,University Area
2020-10-29,19:57,"308 Nehru Street, Vasai-Virar",19.4605,72.8413,Cybercrime,Medium,Financial District
2020-10-30,07:28,"807 Brigade Road, Agra",27.1866,78.0148,Mischief,Low,Old City
2020-10-30,10:22,"947 Mall Road, Patna",25.5897,85.1042,Theft,Medium,Mall Area
2020-10-30,15:35,"144 Church Street, Raipur",21.2249,81.6194,Arson,Medium,West
2020-10-30,16:36,"922 Mall Road, Kochi",9.9445,76.2946,House Breaking,Medium,Financial District
2020-10-31,13:35,"683 LBS Road, Chennai",13.13,80.2892,Arson,Medium,Shopping Complex
2020-10-31,15:49,"979 Gandhi Nagar, Imphal",24.8551,93.9078,Criminal Breach of Trust,Medium,Downtown
2020-10-31,17:19,"211 National Highway, Imphal",24.8518,93.9072,Rioting,Low,Residential Area
2020-10-31,18:55,"147 Civil Lines, Bhopal",23.2802,77.3699,Dishonor of Cheque,Medium,IT Hub
2020-10-31,23:00,"266 Circle, Bhopal",23.2323,77.435,Motor Vehicle Theft,Medium,IT Hub
2020-11-01,09:18,"938 Mall Road, Surat",21.2061,72.809,Human Trafficking,Critical,Industrial Area
2020-11-01,12:26,"61 LBS Road, Salem",11.6859,78.096,Attempt to Murder,Critical,West
2020-11-01,14:02,"124 Church Street, Agra",27.2132,78.0483,Fraud,Low,New Town
2020-11-01,14:37,"679 Inner Ring Road, Lucknow",26.8335,80.9626,Narcotic Drugs Act,Low,Shopping Complex
2020-11-01,14:57,"513 River Road, Meerut",28.9486,77.7095,Assault,High,South
2020-11-01,17:47,"754 Station Road, Jodhpur",26.2122,72.9815,Property Dispute,Medium,Government Quarter
2020-11-01,17:58,"170 Lake Road, Pimpri-Chinchwad",18.6625,73.7568,House Breaking,Low,Residential Area
2020-11-01,19:16,"742 Gandhi Nagar, Salem",11.6687,78.1353,Fraud,Medium,Industrial Area
2020-11-02,07:22,"571 Beach Road, Thiruvananthapuram",8.4864,76.9313,Cybercrime,Medium,IT Hub
2020-11-02,07:47,"757 Cross Road, Mumbai",19.039,72.9123,Arson,Medium,Downtown
2020-11-02,14:00,"575 Market Street, Thiruvananthapuram",8.5735,76.9349,Forgery,Low,Commercial District
2020-11-02,14:09,"329 Main Road, Ahmedabad",23.0101,72.5591,Cybercrime,Medium,Commercial District
2020-11-02,19:20,"174 Mall Road, Coimbatore",11.0018,76.9895,Rioting,Low,Residential Area
2020-11-02,20:48,"541 Cross Road, Kanpur",26.4469,80.2959,Theft,Low,Residential Area
2020-11-02,21:17,"163 Cantonment, Ludhiana",30.8708,75.857,Extortion,High,Airport Area
2020-11-03,10:41,"890 National Highway, Jamshedpur",22.8323,86.2513,Domestic Violence,Medium,Market Area
2020-11-03,13:57,"294 Brigade Road, Raipur",21.2701,81.6421,Motor Vehicle Theft,Low,East
2020-11-03,14:59,"430 Cross Road, Ghaziabad",28.6502,77.4119,House Breaking,Low,Shopping Complex
2020-11-04,08:55,"301 Linking Road, Indore",22.7217,75.8704,Forgery,Medium,Shopping Complex
2020-11-04,09:11,"808 Nehru Street, Imphal",24.8433,93.9369,Robbery,Medium,Old City
2020-11-04,10:42,"674 Civil Lines, Kalyan-Dombivli",19.2325,73.095,Narcotic Drugs Act,High,Government Quarter
2020-11-04,17:36,"122 Linking Road, Kolkata",22.6027,88.3342,Mischief,Low,Government Quarter
2020-11-05,10:12,"600 Station Road, Bhubaneswar",20.2947,85.8284,Causing Hurt,Medium,South
2020-11-05,15:44,"951 Raj Path, Vadodara",22.2617,73.1461,Counterfeiting,Medium,IT Hub
2020-11-05,17:03,"238 MG Road, Madurai",9.8935,78.1035,Property Dispute,Low,Railway Station Area
2020-11-06,13:09,"255 Raj Path, Guwahati",26.1508,91.7166,Criminal Intimidation,Low,Airport Area
2020-11-06,14:43,"976 Cross Road, Varanasi",25.2755,82.9865,Theft,Low,Industrial Area
2020-11-06,14:50,"959 Mall Road, Dehradun",30.2755,77.9942,Assault,Medium,Residential Area
2020-11-06,16:47,"901 Raj Path, Guwahati",26.1755,91.7044,Forgery,Low,Downtown
2020-11-06,18:29,"175 Main Road, Dehradun",30.3164,78.0354,Assault,Medium,Market Area
2020-11-07,14:06,"269 Park Street, Raipur",21.2525,81.6115,Causing Hurt,Low,Government Quarter
2020-11-07,21:49,"781 National Highway, Nagpur",21.1065,79.0567,Vandalism,Low,Bus Terminal Area
2020-11-08,10:43,"96 Linking Road, Coimbatore",10.9735,76.989,Kidnapping,High,East
2020-11-08,15:27,"556 Station Road, Vadodara",22.3482,73.1641,Forgery,Medium,Suburban
2020-11-08,18:53,"252 River Road, Tirunelveli",8.6767,77.7823,Fraud,Low,Old City
2020-11-09,13:01,"81 Express Highway, Kota",25.2346,75.9069,Cybercrime,Medium,Market Area
2020-11-09,15:14,"802 SV Road, Vasai-Virar",19.4444,72.7934,IT Act Violation,Low,Shopping Complex
2020-11-09,18:13,"39 LBS Road, Chennai",13.0725,80.2584,Cheating,Low,IT Hub
2020-11-10,10:28,"915 Main Road, Agra",27.1445,78.0295,Causing Hurt,High,Airport Area
2020-11-10,15:02,"681 SV Road, Thane",19.1779,73.0025,Robbery,Medium,Government Quarter
2020-11-10,16:04,"279 Nehru Street, Haridwar",29.9868,78.1483,Forgery,Low,Market Area
2020-11-10,16:44,"404 Hill Road, Vadodara",22.3472,73.1652,IT Act Violation,Medium,Suburban
2020-11-10,21:03,"420 Express Highway, Nashik",20.0442,73.8188,House Breaking,Medium,Hospital Area
2020-11-11,01:13,"194 Inner Ring Road, Tirunelveli",8.7586,77.7357,Cybercrime,Medium,Shopping Complex
2020-11-11,07:12,"537 Cantonment, Ludhiana",30.9434,75.8805,Mischief,High,Old City
2020-11-11,09:39,"114 Raj Path, Patna",25.5764,85.1517,House Breaking,Low,University Area
2020-11-11,14:51,"353 Beach Road, Nashik",20.0381,73.8203,Narcotic Drugs Act,Medium,North
2020-11-11,15:07,"826 Cantonment, Vadodara",22.3063,73.1744,Vandalism,Low,Shopping Complex
2020-11-11,16:20,"922 National Highway, Vadodara",22.2979,73.1398,Arms Act,Low,South
2020-11-11,17:19,"985 Residency Road, Rajkot",22.3218,70.7581,House Breaking,High,Downtown
2020-11-11,19:41,"869 Church Street, Nashik",19.981,73.7536,House Breaking,Low,Financial District
2020-11-11,19:58,"178 Nehru Street, Indore",22.7209,75.8488,Arms Act,Medium,Mall Area
2020-11-12,12:51,"327 Inner Ring Road, Kanpur",26.4021,80.2933,Attempt to Murder,Critical,Railway Station Area
2020-11-12,12:53,"538 MG Road, Amritsar",31.6402,74.8579,Arms Act,Medium,Suburban
2020-11-12,14:22,"703 Mall Road, Patna",25.5952,85.1807,Theft,Medium,University Area
2020-11-12,16:17,"629 Brigade Road, Salem",11.6179,78.1534,Theft,Medium,Downtown
2020-11-12,16:29,"947 Market Street, Tiruchirappalli",10.7978,78.6702,Extortion,Medium,IT Hub
2020-11-12,17:32,"573 National Highway, Thane",19.2515,73.0076,Vandalism,Low,Mall Area
2020-11-12,21:56,"415 River Road, Varanasi",25.3466,82.9896,Eve Teasing,Low,Bus Terminal Area
2020-11-13,15:35,"163 Raj Path, Imphal",24.7759,93.9075,Dacoity,Medium,Commercial District
2020-11-13,15:36,"422 River Road, Tirunelveli",8.7549,77.7281,Criminal Intimidation,Low,Downtown
2020-11-13,22:02,"152 Raj Path, Kolkata",22.5285,88.4014,Burglary,Low,Financial District
2020-11-14,13:27,"506 Park Street, Indore",22.7159,75.8721,House Breaking,Medium,Bus Terminal Area
2020-11-14,14:49,"384 Cantonment, Raipur",21.2264,81.6267,IT Act Violation,Low,New Town
2020-11-14,15:34,"594 Linking Road, Jaipur",26.882,75.8356,Land Dispute,Medium,Residential Area
2020-11-14,17:03,"286 State Highway, Visakhapatnam",17.6457,83.1964,IT Act Violation,Low,Suburban
2020-11-15,05:12,"708 SV Road, Pune",18.4712,73.8542,Fraud,Low,East
2020-11-15,11:19,"387 National Highway, Vadodara",22.2971,73.2293,Causing Hurt,Low,Residential Area
2020-11-15,13:51,"663 River Road, Vadodara",22.2945,73.1542,Assault,High,Industrial Area
2020-11-15,14:48,"56 Market Street, Amritsar",31.6693,74.8335,Arson,Medium,Bus Terminal Area
2020-11-15,15:37,"887 LBS Road, Thiruvananthapuram",8.5055,76.924,Mischief,Medium,Hospital Area
2020-11-16,08:06,"922 Gandhi Nagar, Jodhpur",26.2439,73.014,Eve Teasing,Low,Old City
2020-11-16,08:44,"559 Residency Road, Visakhapatnam",17.7021,83.2102,Dacoity,Low,South
2020-11-16,12:28,"520 SV Road, Pune",18.5643,73.8874,Domestic Violence,Medium,New Town
2020-11-16,15:12,"162 National Highway, Ranchi",23.3337,85.2768,Child Abuse,Medium,Shopping Complex
2020-11-16,19:29,"92 Civil Lines, Visakhapatnam",17.725,83.2386,Drug Trafficking,Medium,Hospital Area
2020-11-16,20:39,"12 Church Street, Thiruvananthapuram",8.4971,76.9479,Unlawful Assembly,Medium,Bus Terminal Area
2020-11-16,23:50,"667 Cantonment, Chandigarh",30.7442,76.7728,Assault,Medium,Bus Terminal Area
2020-11-17,08:20,"808 Linking Road, Madurai",9.9733,78.1351,Kidnapping,Critical,Commercial District
2020-11-17,10:17,"129 Circle, Kolkata",22.5748,88.4117,Narcotic Drugs Act,Low,Suburban
2020-11-17,11:59,"770 Gandhi Nagar, Nashik",19.973,73.7483,Causing Hurt,Medium,Residential Area
2020-11-17,12:06,"475 Circle, Cuttack",20.4733,85.8698,Cybercrime,Medium,Industrial Area
2020-11-17,13:57,"777 Church Street, Indore",22.7167,75.8091,Cybercrime,Medium,Bus Terminal Area
2020-11-17,21:04,"486 Beach Road, Dehradun",30.3154,78.02,Motor Vehicle Theft,High,South
2020-11-17,23:32,"197 Cross Road, Nashik",20.0176,73.8275,Grievous Hurt,Low,Airport Area
2020-11-18,12:41,"622 Market Street, Ranchi",23.3641,85.2692,Criminal Intimidation,Medium,Mall Area
2020-11-18,16:23,"63 National Highway, Jamshedpur",22.7792,86.2169,Honor Killing,Critical,IT Hub
2020-11-18,16:42,"479 MG Road, Ghaziabad",28.6871,77.4415,Dacoity,Low,Suburban
2020-11-18,18:44,"377 MG Road, Pimpri-Chinchwad",18.6043,73.8334,Burglary,Medium,Mall Area
2020-11-19,13:03,"277 Park Street, Pune",18.5115,73.8261,Grievous Hurt,Low,North
2020-11-19,14:06,"793 River Road, Rajkot",22.3531,70.7896,Robbery,Medium,Market Area
2020-11-19,14:46,"614 Nehru Street, Ludhiana",30.9463,75.8525,Burglary,Low,Airport Area
2020-11-19,15:09,"377 Cantonment, Rajkot",22.3195,70.7719,Mischief,High,Suburban
2020-11-19,21:07,"327 Civil Lines, Thane",19.2257,72.9809,Cheating,Medium,IT Hub
2020-11-20,11:22,"856 Inner Ring Road, Pune",18.5171,73.8496,Eve Teasing,Low,Bus Terminal Area
2020-11-20,12:42,"509 Raj Path, Mumbai",19.0331,72.9144,Theft,High,West
2020-11-20,13:26,"597 SV Road, Varanasi",25.3115,82.9604,Cheating,Medium,West
2020-11-21,10:49,"575 Church Street, Jabalpur",23.1724,80.0168,Rioting,Medium,Shopping Complex
2020-11-21,11:56,"698 Brigade Road, Faridabad",28.3731,77.3572,Burglary,Low,Mall Area
2020-11-21,14:20,"12 State Highway, Indore",22.6789,75.8103,Unlawful Assembly,Medium,Railway Station Area
2020-11-21,14:47,"861 State Highway, Coimbatore",11.0118,76.981,Property Dispute,High,Commercial District
2020-11-21,16:46,"288 Church Street, Coimbatore",10.9881,76.9483,Honor Killing,High,Shopping Complex
2020-11-22,08:04,"743 Residency Road, Jodhpur",26.2843,73.0341,Criminal Intimidation,Medium,Bus Terminal Area
2020-11-22,08:13,"609 Nehru Street, Tirunelveli",8.6822,77.7892,House Breaking,Low,Airport Area
2020-11-22,09:39,"779 Circle, Hyderabad",17.3869,78.4592,Dacoity,Low,South
2020-11-22,14:17,"285 Main Road, Jaipur",26.8653,75.8163,Burglary,Medium,Airport Area
2020-11-22,16:11,"573 Station Road, Rajkot",22.2581,70.7578,Burglary,Medium,West
2020-11-22,19:03,"195 Park Street, Surat",21.2086,72.834,Forgery,Medium,New Town
2020-11-22,19:58,"717 Gandhi Nagar, Madurai",9.9249,78.1524,Domestic Violence,Medium,Commercial District
2020-11-23,07:32,"456 Mall Road, Lucknow",26.8468,80.9746,Dishonor of Cheque,Low,New Town
2020-11-23,15:16,"437 Raj Path, Raipur",21.2147,81.6251,Vandalism,Low,Financial District
2020-11-23,16:38,"945 Raj Path, Kanpur",26.4238,80.3538,Burglary,Low,Suburban
2020-11-23,16:57,"357 State Highway, Tirunelveli",8.6757,77.7455,House Breaking,High,North
2020-11-23,20:35,"789 Express Highway, Chennai",13.088,80.2351,Child Abuse,Medium,East
2020-11-24,15:23,"606 MG Road, Bangalore",12.9507,77.5596,Burglary,Medium,East
2020-11-24,15:33,"947 Park Street, Imphal",24.836,93.9062,Cheating,Low,Hospital Area
2020-11-24,17:00,"897 SV Road, Meerut",29.0178,77.7244,Child Abuse,High,Airport Area
2020-11-24,20:56,"683 Outer Ring Road, Lucknow",26.8313,80.9508,Domestic Violence,High,Commercial District
2020-11-25,05:46,"96 Residency Road, Chennai",13.0874,80.3105,Cybercrime,Medium,Bus Terminal Area
2020-11-25,14:09,"702 Gandhi Nagar, Tiruchirappalli",10.8369,78.6604,Cheating,Medium,IT Hub
2020-11-25,18:50,"898 Residency Road, Cuttack",20.5101,85.8973,Eve Teasing,Medium,Mall Area
2020-11-25,22:06,"801 Outer Ring Road, Kalyan-Dombivli",19.2661,73.1357,Dishonor of Cheque,Low,North
2020-11-26,14:38,"874 Residency Road, Faridabad",28.4087,77.2868,Theft,Medium,Railway Station Area
2020-11-26,16:08,"180 Inner Ring Road, Thane",19.1826,72.9429,Theft,Low,West
2020-11-27,07:14,"122 State Highway, Nagpur",21.1366,79.0593,Human Trafficking,High,Airport Area
2020-11-27,12:08,"905 Beach Road, Agra",27.2014,77.9587,Fraud,High,Mall Area
2020-11-27,13:14,"697 MG Road, Tirunelveli",8.7625,77.7547,Forgery,Medium,Suburban
2020-11-27,16:49,"398 Residency Road, Chennai",13.0604,80.2269,Unlawful Assembly,Medium,North
2020-11-27,22:33,"407 Station Road, Jabalpur",23.1384,79.9907,Arson,Low,Old City
2020-11-28,10:11,"170 Circle, Cuttack",20.4896,85.9137,Assault,High,Financial District
2020-11-28,14:11,"347 Brigade Road, Pune",18.542,73.8277,Assault,Medium,East
2020-11-28,14:54,"481 National Highway, Chennai",13.1087,80.2991,Motor Vehicle Theft,Medium,Shopping Complex
2020-11-28,15:46,"578 Circle, Chennai",13.1232,80.2654,Economic Offence,High,North
2020-11-29,11:29,"829 National Highway, Salem",11.6329,78.0982,House Breaking,Medium,Financial District
2020-11-29,13:51,"115 National Highway, Meerut",28.9586,77.7222,Forgery,Low,Hospital Area
2020-11-29,14:57,"107 State Highway, Tirunelveli",8.6991,77.7831,Forgery,Medium,Central
2020-11-29,19:56,"193 Gandhi Nagar, Kanpur",26.4816,80.3506,Murder,Critical,West
2020-11-29,20:08,"50 Residency Road, Raipur",21.2807,81.6349,Child Abuse,High,University Area
2020-11-29,23:39,"559 State Highway, Madurai",9.9703,78.0749,Arson,Low,University Area
2020-11-30,12:04,"403 Cantonment, Gwalior",26.1784,78.1399,Motor Vehicle Theft,Medium,Hospital Area
2020-11-30,14:00,"571 MG Road, Rajkot",22.3428,70.7991,Narcotic Drugs Act,Low,Old City
2020-11-30,15:57,"459 Circle, Jamshedpur",22.8339,86.2358,Extortion,High,Shopping Complex
2020-11-30,18:35,"326 Gandhi Nagar, Coimbatore",10.9945,76.9113,Forgery,Low,Bus Terminal Area
2020-12-01,09:07,"483 Church Street, Patna",25.5483,85.183,Dishonor of Cheque,Medium,North
2020-12-01,17:31,"315 SV Road, Thiruvananthapuram",8.5031,76.9054,Causing Hurt,Low,Railway Station Area
2020-12-01,20:22,"994 Commercial Street, Visakhapatnam",17.6943,83.1857,Grievous Hurt,Medium,Shopping Complex
2020-12-02,11:08,"577 MG Road, Jaipur",26.9364,75.832,Dacoity,Low,Financial District
2020-12-02,12:26,"267 Express Highway, Haridwar",29.9781,78.2053,Burglary,Low,Suburban
2020-12-02,17:24,"211 Hill Road, Cuttack",20.4422,85.9079,SC/ST Atrocity,Medium,Suburban
2020-12-02,19:45,"673 Hill Road, Ranchi",23.3617,85.2752,Narcotic Drugs Act,Low,New Town
2020-12-02,21:12,"549 Cross Road, Agra",27.2209,78.0063,Culpable Homicide,High,Downtown
2020-12-03,16:27,"818 National Highway, Kochi",9.9705,76.2404,Arms Act,Low,Downtown
2020-12-03,18:17,"734 River Road, Guwahati",26.1583,91.7416,Grievous Hurt,Low,Railway Station Area
2020-12-03,19:49,"846 MG Road, Jabalpur",23.1846,79.9495,Vandalism,Low,IT Hub
2020-12-03,23:55,"232 Cross Road, Meerut",29.0155,77.6981,Fraud,Medium,Hospital Area
2020-12-04,10:20,"395 Station Road, Ghaziabad",28.7076,77.4738,House Breaking,Low,Old City
2020-12-04,12:47,"372 Beach Road, Vasai-Virar",19.4882,72.7996,Domestic Violence,Medium,East
2020-12-04,13:16,"217 Inner Ring Road, Madurai",9.9624,78.1121,Robbery,High,Mall Area
2020-12-04,15:28,"400 Commercial Street, Haridwar",29.9466,78.1704,Honor Killing,Critical,Bus Terminal Area
2020-12-04,18:27,"762 Brigade Road, Thiruvananthapuram",8.4913,76.9483,Corruption,Low,New Town
2020-12-04,19:55,"119 Market Street, Dehradun",30.3187,78.0076,Dacoity,Low,Industrial Area
2020-12-05,10:41,"161 Beach Road, Kochi",9.9349,76.2969,Juvenile Crime,Medium,Suburban
2020-12-05,12:33,"506 Main Road, Dehradun",30.288,78.0713,Cybercrime,High,Central
2020-12-05,15:29,"986 Linking Road, Bangalore",12.9584,77.5553,Defamation,Medium,New Town
2020-12-05,15:32,"552 Commercial Street, Kochi",9.9292,76.2671,Kidnapping,Critical,Bus Terminal Area
2020-12-05,18:29,"529 Church Street, Rajkot",22.3378,70.7815,Eve Teasing,High,East
2020-12-06,02:27,"530 River Road, Patna",25.6054,85.0931,Extortion,Medium,West
2020-12-06,11:58,"661 Market Street, Amritsar",31.6066,74.8728,Property Dispute,Low,New Town
2020-12-06,13:57,"497 LBS Road, Surat",21.1941,72.8256,Corruption,High,Central
2020-12-06,17:54,"869 Inner Ring Road, Kochi",9.957,76.2797,Juvenile Crime,Low,University Area
2020-12-06,19:38,"988 Gandhi Nagar, Kota",25.17,75.8867,Culpable Homicide,Low,IT Hub
2020-12-06,20:20,"111 Express Highway, Lucknow",26.8772,80.9045,Corruption,Low,Government Quarter
2020-12-06,21:42,"676 Commercial Street, Haridwar",29.8994,78.1544,Mischief,Low,North
2020-12-07,07:54,"998 Gandhi Nagar, Varanasi",25.3382,82.9547,IT Act Violation,Medium,Old City
2020-12-07,09:36,"343 Nehru Street, Ahmedabad",22.9736,72.5731,Grievous Hurt,Low,Mall Area
2020-12-07,14:23,"751 River Road, Jaipur",26.9374,75.8246,Cybercrime,Medium,East
2020-12-08,15:37,"809 Outer Ring Road, Ludhiana",30.9295,75.8555,Eve Teasing,High,Central
2020-12-08,17:16,"693 Beach Road, Thane",19.2172,72.9324,House Breaking,Low,Hospital Area
2020-12-08,17:30,"644 Outer Ring Road, Faridabad",28.3999,77.2727,Arson,Low,Commercial District
2020-12-08,19:27,"79 Brigade Road, Pimpri-Chinchwad",18.6219,73.7981,Criminal Breach of Trust,High,Commercial District
2020-12-08,20:09,"458 Gandhi Nagar, Ahmedabad",22.9804,72.5944,Robbery,High,Airport Area
